model,image,synset,y_true,y_pred,confidence,is_correct,dataset_type,corruption,severity,perturbation
convnext_large,ILSVRC2012_val_00006007.JPEG,n01443537,1,111,0.59404397,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00006216.JPEG,n01443537,1,1,0.79192275,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00009034.JPEG,n01443537,1,1,0.78069097,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00010363.JPEG,n01443537,1,1,0.68758714,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00010509.JPEG,n01443537,1,1,0.7326818,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00011914.JPEG,n01443537,1,1,0.88353807,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00012880.JPEG,n01443537,1,1,0.28779417,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00013513.JPEG,n01443537,1,1,0.69413114,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00013623.JPEG,n01443537,1,1,0.8274198,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016962.JPEG,n01443537,1,1,0.41908914,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00018075.JPEG,n01443537,1,1,0.85133153,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00019459.JPEG,n01443537,1,1,0.8882494,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00020436.JPEG,n01443537,1,1,0.41606435,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00020785.JPEG,n01443537,1,1,0.89947325,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00020822.JPEG,n01443537,1,1,0.78654915,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00021905.JPEG,n01443537,1,1,0.867691,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00022138.JPEG,n01443537,1,1,0.8628346,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023869.JPEG,n01443537,1,1,0.8520216,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00028713.JPEG,n01443537,1,1,0.5025099,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030060.JPEG,n01443537,1,1,0.5029313,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030217.JPEG,n01443537,1,1,0.7470747,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031138.JPEG,n01443537,1,1,0.8482327,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032235.JPEG,n01443537,1,1,0.8019319,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032258.JPEG,n01443537,1,1,0.7576145,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032675.JPEG,n01443537,1,1,0.8189137,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00034386.JPEG,n01443537,1,1,0.73239285,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037846.JPEG,n01443537,1,1,0.40194643,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00038057.JPEG,n01443537,1,728,0.38765818,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00044095.JPEG,n01443537,1,1,0.74120706,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00045761.JPEG,n01443537,1,1,0.8830638,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00046915.JPEG,n01443537,1,58,0.2952079,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00046969.JPEG,n01443537,1,1,0.8483652,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00047396.JPEG,n01443537,1,1,0.83000606,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00047561.JPEG,n01443537,1,1,0.7957405,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00048840.JPEG,n01443537,1,1,0.7404276,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00048864.JPEG,n01443537,1,1,0.63288504,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00049585.JPEG,n01443537,1,1,0.8585725,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00049617.JPEG,n01443537,1,1,0.7342552,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00049712.JPEG,n01443537,1,107,0.73432386,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00002338.JPEG,n01484850,2,2,0.8276349,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00002752.JPEG,n01484850,2,2,0.73801625,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00004311.JPEG,n01484850,2,2,0.76320577,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00004329.JPEG,n01484850,2,2,0.7218427,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00006491.JPEG,n01484850,2,2,0.8002315,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00008848.JPEG,n01484850,2,2,0.3969889,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00014467.JPEG,n01484850,2,2,0.7861829,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00015157.JPEG,n01484850,2,147,0.46668497,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00015220.JPEG,n01484850,2,2,0.726412,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016168.JPEG,n01484850,2,2,0.56695056,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016859.JPEG,n01484850,2,2,0.665877,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016988.JPEG,n01484850,2,2,0.80121636,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00017105.JPEG,n01484850,2,796,0.6185724,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00017194.JPEG,n01484850,2,2,0.6148115,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00019409.JPEG,n01484850,2,2,0.8251454,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00019435.JPEG,n01484850,2,2,0.81406814,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00020011.JPEG,n01484850,2,2,0.7513435,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023185.JPEG,n01484850,2,2,0.6998974,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00024940.JPEG,n01484850,2,2,0.4839794,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025900.JPEG,n01484850,2,2,0.6619869,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027063.JPEG,n01484850,2,2,0.8069294,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027419.JPEG,n01484850,2,2,0.7736765,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027514.JPEG,n01484850,2,2,0.7204037,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00028028.JPEG,n01484850,2,2,0.78265756,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00029481.JPEG,n01484850,2,2,0.78403026,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030127.JPEG,n01484850,2,2,0.7010994,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031466.JPEG,n01484850,2,2,0.7659763,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031720.JPEG,n01484850,2,149,0.4336271,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031808.JPEG,n01484850,2,2,0.67589706,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032288.JPEG,n01484850,2,2,0.7257469,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032417.JPEG,n01484850,2,3,0.770504,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00034950.JPEG,n01484850,2,2,0.7787519,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00035223.JPEG,n01484850,2,2,0.7865418,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00035774.JPEG,n01484850,2,2,0.741041,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00036737.JPEG,n01484850,2,2,0.2831912,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037050.JPEG,n01484850,2,2,0.714633,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037135.JPEG,n01484850,2,2,0.7602705,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037488.JPEG,n01484850,2,2,0.6840077,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037998.JPEG,n01484850,2,2,0.7406156,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00039304.JPEG,n01484850,2,2,0.70511675,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00039445.JPEG,n01484850,2,147,0.5026155,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00039534.JPEG,n01484850,2,2,0.8004228,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00039865.JPEG,n01484850,2,2,0.7093244,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00040098.JPEG,n01484850,2,3,0.7986238,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00040710.JPEG,n01484850,2,2,0.7890857,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00042345.JPEG,n01484850,2,4,0.33398864,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00044052.JPEG,n01484850,2,3,0.26564947,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00044896.JPEG,n01484850,2,2,0.548131,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00045730.JPEG,n01484850,2,2,0.5335913,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00046171.JPEG,n01484850,2,2,0.7533601,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00002922.JPEG,n01491361,3,2,0.4676225,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00002969.JPEG,n01491361,3,3,0.6714192,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00003183.JPEG,n01491361,3,3,0.37477553,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00003204.JPEG,n01491361,3,3,0.5937113,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00007743.JPEG,n01491361,3,3,0.7906252,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00007875.JPEG,n01491361,3,3,0.56261224,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00008024.JPEG,n01491361,3,3,0.84902406,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00008108.JPEG,n01491361,3,3,0.42894474,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00010074.JPEG,n01491361,3,3,0.27557468,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00012328.JPEG,n01491361,3,3,0.8488082,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00013484.JPEG,n01491361,3,3,0.66377145,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00013628.JPEG,n01491361,3,3,0.82650226,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00015631.JPEG,n01491361,3,3,0.56814724,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00018466.JPEG,n01491361,3,3,0.76654357,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00019424.JPEG,n01491361,3,147,0.4335427,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023443.JPEG,n01491361,3,3,0.49659008,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023935.JPEG,n01491361,3,3,0.31148124,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00024854.JPEG,n01491361,3,3,0.74840564,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00024895.JPEG,n01491361,3,3,0.75154865,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025133.JPEG,n01491361,3,3,0.42225504,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025137.JPEG,n01491361,3,3,0.850626,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025640.JPEG,n01491361,3,3,0.8701113,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025686.JPEG,n01491361,3,3,0.83265173,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025969.JPEG,n01491361,3,3,0.75909823,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00026001.JPEG,n01491361,3,3,0.7514483,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00028564.JPEG,n01491361,3,147,0.7473097,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00029300.JPEG,n01491361,3,3,0.6820967,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00029568.JPEG,n01491361,3,3,0.71386296,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030156.JPEG,n01491361,3,3,0.764486,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030658.JPEG,n01491361,3,3,0.42808697,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00030926.JPEG,n01491361,3,3,0.8357361,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031071.JPEG,n01491361,3,3,0.71183777,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031243.JPEG,n01491361,3,3,0.85074115,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00031568.JPEG,n01491361,3,3,0.72875875,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00032130.JPEG,n01491361,3,3,0.64947563,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00034038.JPEG,n01491361,3,3,0.7375845,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00034413.JPEG,n01491361,3,3,0.5481084,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00035405.JPEG,n01491361,3,4,0.3364563,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00035495.JPEG,n01491361,3,3,0.54840285,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00036420.JPEG,n01491361,3,3,0.5709703,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037516.JPEG,n01491361,3,3,0.7836567,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037581.JPEG,n01491361,3,3,0.70479745,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037780.JPEG,n01491361,3,3,0.77129453,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00037915.JPEG,n01491361,3,3,0.3984569,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00040388.JPEG,n01491361,3,3,0.71784425,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00041635.JPEG,n01491361,3,4,0.25133792,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00046159.JPEG,n01491361,3,3,0.69275975,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00047326.JPEG,n01491361,3,149,0.75601524,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00048890.JPEG,n01491361,3,3,0.7603475,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00049000.JPEG,n01491361,3,3,0.38217935,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00001676.JPEG,n01494475,4,395,0.80017734,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00003558.JPEG,n01494475,4,4,0.8551301,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00004417.JPEG,n01494475,4,4,0.7649238,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00005339.JPEG,n01494475,4,4,0.4129121,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00007405.JPEG,n01494475,4,29,0.6607952,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00009460.JPEG,n01494475,4,4,0.46810597,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00009978.JPEG,n01494475,4,4,0.79836434,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00011388.JPEG,n01494475,4,4,0.6809935,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00012546.JPEG,n01494475,4,394,0.41244948,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00012879.JPEG,n01494475,4,4,0.89168286,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00013847.JPEG,n01494475,4,4,0.4108697,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00015139.JPEG,n01494475,4,4,0.62908363,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00015545.JPEG,n01494475,4,4,0.7551711,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016259.JPEG,n01494475,4,4,0.57092947,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016347.JPEG,n01494475,4,4,0.7989983,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016395.JPEG,n01494475,4,4,0.62992555,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00016834.JPEG,n01494475,4,4,0.4952092,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00018943.JPEG,n01494475,4,389,0.36225864,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00018948.JPEG,n01494475,4,4,0.7507995,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00020418.JPEG,n01494475,4,4,0.5503799,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00021325.JPEG,n01494475,4,3,0.42486632,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00022552.JPEG,n01494475,4,2,0.7100778,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023074.JPEG,n01494475,4,4,0.74539036,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00023986.JPEG,n01494475,4,4,0.3854718,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00024015.JPEG,n01494475,4,4,0.763314,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00025627.JPEG,n01494475,4,974,0.17922333,0,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00026490.JPEG,n01494475,4,4,0.7102025,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027113.JPEG,n01494475,4,4,0.70785534,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027160.JPEG,n01494475,4,4,0.7926175,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00027283.JPEG,n01494475,4,4,0.79012585,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00028084.JPEG,n01494475,4,4,0.5439983,1,imagenet_c,glass_blur,1,none
convnext_large,ILSVRC2012_val_00029886.JPEG,n01494475,4,4,0.76038253,1,imagenet_c,glass_blur,1,none
